Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote (Price),source
TCO^J,"Taubman Centers, Inc.",24.2874,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tco^j,AMEX
TCO^K,"Taubman Centers, Inc.",23.66,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tco^k,AMEX
TMHC,Taylor Morrison Home Corporation,16.2,$1.92B,2013,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/tmhc,AMEX
TCP,"TC PipeLines, LP",30.89,$2.26B,n/a,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/tcp,AMEX
TCF,TCF Financial Corporation,22.31,$3.72B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/tcf,AMEX
TCF^D,TCF Financial Corporation,23.79,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tcf^d,AMEX
TSI,"TCW Strategic Income Fund, Inc.",5.38,$256.56M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tsi,AMEX
TEL,TE Connectivity Ltd.,76.82,$26.49B,n/a,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/tel,AMEX
TISI,"Team, Inc.",18.59,$559.06M,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/tisi,AMEX
FTI,TechnipFMC plc,23.53,$10.65B,n/a,Energy,Metal Fabrications,https://www.nasdaq.com/symbol/fti,AMEX
TECK,Teck Resources Ltd,20.76,$11.77B,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/teck,AMEX
TK,Teekay Corporation,6.27,$629.73M,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/tk,AMEX
TGP,Teekay LNG Partners L.P.,14.11,$1.12B,2005,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/tgp,AMEX
TGP^A,Teekay LNG Partners L.P.,24.2,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tgp^a,AMEX
TGP^B,Teekay LNG Partners L.P.,23.11,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tgp^b,AMEX
TOO,Teekay Offshore Partners L.P.,1.72,$705.72M,2006,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/too,AMEX
TOO^A,Teekay Offshore Partners L.P.,16.27,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/too^a,AMEX
TOO^B,Teekay Offshore Partners L.P.,19.65,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/too^b,AMEX
TOO^E,Teekay Offshore Partners L.P.,21.04,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/too^e,AMEX
TNK,Teekay Tankers Ltd.,1.05,$282.03M,2007,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/tnk,AMEX
GCI,TEGNA Inc.,9.65,$1.09B,2015,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/gci,AMEX
TGNA,TEGNA Inc.,12.84,$2.76B,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/tgna,AMEX
TRC,Tejon Ranch Co,18.73,$486.38M,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/trc,AMEX
HQH,Tekla Healthcare Investors,20.84,$872.05M,1987,n/a,n/a,https://www.nasdaq.com/symbol/hqh,AMEX
THQ,Tekla Healthcare Opportunies Fund,18.29,$760.99M,2014,n/a,n/a,https://www.nasdaq.com/symbol/thq,AMEX
HQL,Tekla Life Sciences Investors,17.82,$399.28M,1992,n/a,n/a,https://www.nasdaq.com/symbol/hql,AMEX
THW,Tekla World Healthcare Fund,13.46,$409.19M,2015,n/a,n/a,https://www.nasdaq.com/symbol/thw,AMEX
TDOC,"Teladoc Health, Inc.",58.51,$4.1B,2015,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/tdoc,AMEX
TLRA,"Telaria, Inc.",3.24,$154.13M,2013,Technology,Advertising,https://www.nasdaq.com/symbol/tlra,AMEX
TEO,Telecom Argentina Stet - France Telecom S.A.,16.92,$7.29B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/teo,AMEX
TI,Telecom Italia S.P.A.,6.09,$12.83B,n/a,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/ti,AMEX
TI.A,Telecom Italia S.P.A.,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ti.a,AMEX
TDY,Teledyne Technologies Incorporated,221.07,$7.98B,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/tdy,AMEX
TFX,Teleflex Incorporated,258.4,$11.88B,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/tfx,AMEX
VIV,Telefonica Brasil S.A.,11.58,$19.56B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/viv,AMEX
TEF,Telefonica SA,8.46,$43.93B,1988,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tef,AMEX
TDA,"Telephone and Data Systems, Inc.",22.54,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tda,AMEX
TDE,"Telephone and Data Systems, Inc.",24.3599,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tde,AMEX
TDI,"Telephone and Data Systems, Inc.",24.56,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tdi,AMEX
TDJ,"Telephone and Data Systems, Inc.",25.3005,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tdj,AMEX
TDS,"Telephone and Data Systems, Inc.",35.04,$3.96B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tds,AMEX
TU,TELUS Corporation,34.91,$20.88B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tu,AMEX
TDF,"Templeton Dragon Fund, Inc.",17.38,$591.64M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tdf,AMEX
EMF,Templeton Emerging Markets Fund,13.63,$231.54M,1987,n/a,n/a,https://www.nasdaq.com/symbol/emf,AMEX
TEI,"Templeton Emerging Markets Income Fund, Inc.",9.72,$466.54M,1993,n/a,n/a,https://www.nasdaq.com/symbol/tei,AMEX
GIM,"Templeton Global Income Fund, Inc.",6.18,$829.01M,1988,n/a,n/a,https://www.nasdaq.com/symbol/gim,AMEX
TPX,"Tempur Sealy International, Inc.",47.2,$2.57B,2003,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/tpx,AMEX
TS,Tenaris S.A.,27.53,$16.25B,n/a,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/ts,AMEX
THC,Tenet Healthcare Corporation,23.83,$2.44B,n/a,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/thc,AMEX
TNC,Tennant Company,59.49,$1.08B,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/tnc,AMEX
TEN,Tenneco Inc.,33.62,$2.72B,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/ten,AMEX
TVC,Tennessee Valley Authority,24.9686,n/a,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/tvc,AMEX
TVE,Tennessee Valley Authority,24.3705,n/a,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/tve,AMEX
TDC,Teradata Corporation,37.75,$4.46B,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/tdc,AMEX
TER,"Teradyne, Inc.",34.02,$6.1B,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/ter,AMEX
TEX,Terex Corporation,29.98,$2.21B,n/a,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/tex,AMEX
TX,Ternium S.A.,30.8,$6.05B,n/a,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/tx,AMEX
TRNO,Terreno Realty Corporation,38.82,$2.3B,2010,Finance,Real Estate,https://www.nasdaq.com/symbol/trno,AMEX
TTI,"Tetra Technologies, Inc.",2.7,$339.42M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/tti,AMEX
TEVA,Teva Pharmaceutical Industries Limited,23.53,$23.97B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/teva,AMEX
TPL,Texas Pacific Land Trust,581.72,$4.52B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/tpl,AMEX
TGH,Textainer Group Holdings Limited,11.63,$664.65M,2007,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/tgh,AMEX
TXT,Textron Inc.,55.9,$13.58B,n/a,Capital Goods,Aerospace,https://www.nasdaq.com/symbol/txt,AMEX
AES,The AES Corporation,15.41,$10.21B,n/a,Basic Industries,Electric Utilities: Central,https://www.nasdaq.com/symbol/aes,AMEX
BX,The Blackstone Group L.P.,33.36,$40.1B,2007,Finance,Investment Managers,https://www.nasdaq.com/symbol/bx,AMEX
CEE,"The Central and Eastern Europe Fund, Inc.",23.17,$167.5M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cee,AMEX
SCHW,The Charles Schwab Corporation,47.05,$63.54B,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/schw,AMEX
SCHW^C,The Charles Schwab Corporation,25.59,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/schw^c,AMEX
SCHW^D,The Charles Schwab Corporation,25.759,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/schw^d,AMEX
COO,"The Cooper Companies, Inc. ",255,$12.53B,n/a,Health Care,Ophthalmic Goods,https://www.nasdaq.com/symbol/coo,AMEX
GRX,The Gabelli Healthcare & Wellness Trust,10.58,$208.04M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/grx,AMEX
GRX^A,The Gabelli Healthcare & Wellness Trust,25.4795,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/grx^a,AMEX
GRX^B,The Gabelli Healthcare & Wellness Trust,25.6972,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/grx^b,AMEX
GDL,The GDL Fund,8.9,$162.41M,2007,n/a,n/a,https://www.nasdaq.com/symbol/gdl,AMEX
GDL^C,The GDL Fund,50.7355,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gdl^c,AMEX
THG,"The Hanover Insurance Group, Inc.",110.76,$4.69B,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/thg,AMEX
THGA,"The Hanover Insurance Group, Inc.",25.25,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/thga,AMEX
MSG,The Madison Square Garden Company,262.66,$6.24B,2015,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/msg,AMEX
RUBI,"The Rubicon Project, Inc.",4.57,$231.94M,2014,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/rubi,AMEX
TRV,"The Travelers Companies, Inc.",126.81,$33.59B,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/trv,AMEX
VAM,The Vivaldi Opportunities Fund,14.6136,n/a,2018,n/a,n/a,https://www.nasdaq.com/symbol/vam,AMEX
TMO,Thermo Fisher Scientific Inc,235.02,$94.61B,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/tmo,AMEX
THR,"Thermon Group Holdings, Inc.",22.09,$720.03M,2011,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/thr,AMEX
TPRE,Third Point Reinsurance Ltd.,10.82,$1.02B,2013,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/tpre,AMEX
TSLF,THL Credit Senior Loan Fund,16.09,$119.37M,2013,n/a,n/a,https://www.nasdaq.com/symbol/tslf,AMEX
TCRW,"THL Credit, Inc.",25.45,n/a,2018,n/a,n/a,https://www.nasdaq.com/symbol/tcrw,AMEX
TCRZ,"THL Credit, Inc.",25.3634,n/a,2015,n/a,n/a,https://www.nasdaq.com/symbol/tcrz,AMEX
TRI,Thomson Reuters Corp,47.92,$26.96B,n/a,Consumer Services,Publishing,https://www.nasdaq.com/symbol/tri,AMEX
THO,"Thor Industries, Inc.",69.98,$3.7B,n/a,Consumer Non-Durables,Homebuilding,https://www.nasdaq.com/symbol/tho,AMEX
TDW,Tidewater Inc.,24.14,$656.05M,2017,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/tdw,AMEX
TDW.WS.A,Tidewater Inc.,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tdw.ws.a,AMEX
TDW.WS.B,Tidewater Inc.,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tdw.ws.b,AMEX
TIER,"TIER REIT, Inc.",23.12,$1.17B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/tier,AMEX
TIF,Tiffany & Co.,108.21,$13.25B,1987,Consumer Services,Consumer Specialties,https://www.nasdaq.com/symbol/tif,AMEX
TLYS,"Tilly&#39;s, Inc.",16.33,$480.24M,2012,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/tlys,AMEX
TSU,TIM Participacoes S.A.,14.96,$7.24B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tsu,AMEX
TKR,Timken Company (The),40.12,$3.08B,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/tkr,AMEX
TMST,TimkenSteel Corporation,11.28,$502.92M,2014,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/tmst,AMEX
TWI,"Titan International, Inc.",7.01,$420.02M,n/a,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/twi,AMEX
TJX,"TJX Companies, Inc. (The)",53.75,$133.03B,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/tjx,AMEX
TOL,"Toll Brothers, Inc.",32.33,$4.76B,n/a,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/tol,AMEX
TR,"Tootsie Roll Industries, Inc.",33.75,$1.31B,n/a,Consumer Non-Durables,Specialty Foods,https://www.nasdaq.com/symbol/tr,AMEX
BLD,TopBuild Corp.,50.09,$1.73B,2015,Basic Industries,Engineering & Construction,https://www.nasdaq.com/symbol/bld,AMEX
TMK,Torchmark Corporation,86.8,$9.68B,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/tmk,AMEX
TMK^C,Torchmark Corporation,25.57,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tmk^c,AMEX
TTC,Toro Company (The),60.69,$6.4B,n/a,Capital Goods,Tools/Hardware,https://www.nasdaq.com/symbol/ttc,AMEX
TD,Toronto Dominion Bank (The),55.17,$101.18B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/td,AMEX
NDP,"Tortoise Energy Independence Fund, Inc.",10.01,$146.48M,2012,n/a,n/a,https://www.nasdaq.com/symbol/ndp,AMEX
TYG,Tortoise Energy Infrastructure Corporation,23.85,$1.3B,2004,n/a,n/a,https://www.nasdaq.com/symbol/tyg,AMEX
NTG,"Tortoise MLP Fund, Inc.",14.2,$673.12M,2010,n/a,n/a,https://www.nasdaq.com/symbol/ntg,AMEX
TTP,"Tortoise Pipeline & Energy Fund, Inc.",14.92,$149.44M,2011,n/a,n/a,https://www.nasdaq.com/symbol/ttp,AMEX
TPZ,"Tortoise Power and Energy Infrastructure Fund, Inc",17.48,$121.54M,2009,n/a,n/a,https://www.nasdaq.com/symbol/tpz,AMEX
TOT,Total S.A.,54.85,$144.28B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/tot,AMEX
TSS,"Total System Services, Inc.",89.76,$16.38B,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/tss,AMEX
TOWR,"Tower International, Inc.",29.69,$611.81M,2010,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/towr,AMEX
TSQ,"Townsquare Media, Inc.",6.31,$119.54M,2014,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/tsq,AMEX
TM,Toyota Motor Corp Ltd Ord,115.11,$165.14B,n/a,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/tm,AMEX
TPGH,TPG Pace Holdings Corp.,10.02,$130.4M,2017,Finance,Business Services,https://www.nasdaq.com/symbol/tpgh,AMEX
TPGH.U,TPG Pace Holdings Corp.,n/a,n/a,2017,n/a,n/a,https://www.nasdaq.com/symbol/tpgh.u,AMEX
TPGH.WS,TPG Pace Holdings Corp.,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tpgh.ws,AMEX
TRTX,"TPG RE Finance Trust, Inc.",20.1,$1.35B,2017,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/trtx,AMEX
TSLX,"TPG Specialty Lending, Inc.",20.5,$1.34B,2014,n/a,n/a,https://www.nasdaq.com/symbol/tslx,AMEX
TAC,TransAlta Corporation,5.3,$1.52B,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/tac,AMEX
TRP,TransCanada Corporation,38.49,$35.16B,n/a,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/trp,AMEX
TCI,"Transcontinental Realty Investors, Inc.",34.26,$298.67M,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/tci,AMEX
TDG,Transdigm Group Incorporated,345.64,$18.23B,2006,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/tdg,AMEX
TLP,TransMontaigne Partners L.P.,37.64,$610.6M,2005,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/tlp,AMEX
RIG,Transocean Ltd.,9.43,$4.36B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/rig,AMEX
TGS,Transportadora De Gas Sa Ord B,14.56,$2.28B,n/a,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/tgs,AMEX
TRU,TransUnion,64.37,$11.93B,2015,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/tru,AMEX
TVPT,Travelport Worldwide Limited,14.95,$1.89B,2014,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/tvpt,AMEX
TREC,Trecora Resources,8.52,$208.88M,n/a,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/trec,AMEX
TG,Tredegar Corporation,16.29,$540.44M,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/tg,AMEX
THS,"Treehouse Foods, Inc.",50.4,$2.82B,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/ths,AMEX
TREX,"Trex Company, Inc.",60.25,$3.54B,n/a,Basic Industries,Forest Products,https://www.nasdaq.com/symbol/trex,AMEX
TY,Tri Continental Corporation,26.03,$1.41B,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ty,AMEX
TY^,Tri Continental Corporation,51.4424,n/a,n/a,Consumer Services,Miscellaneous,https://www.nasdaq.com/symbol/ty^,AMEX
TPH,"TRI Pointe Group, Inc.",12.18,$1.73B,2013,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/tph,AMEX
TRCO,Tribune Media Company,38.78,$3.4B,2014,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/trco,AMEX
TNET,"TriNet Group, Inc.",44.67,$3.15B,2014,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/tnet,AMEX
TRN,"Trinity Industries, Inc.",21.02,$3.08B,n/a,Capital Goods,Railroads,https://www.nasdaq.com/symbol/trn,AMEX
TSE,Trinseo S.A.,44.99,$1.91B,2014,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/tse,AMEX
TPVG,TriplePoint Venture Growth BDC Corp.,12.47,$296.43M,2014,n/a,n/a,https://www.nasdaq.com/symbol/tpvg,AMEX
TPVY,TriplePoint Venture Growth BDC Corp.,25.1364,n/a,2017,n/a,n/a,https://www.nasdaq.com/symbol/tpvy,AMEX
GTS,Triple-S Management Corporation,19.63,$450.24M,2007,Finance,Accident &Health Insurance,https://www.nasdaq.com/symbol/gts,AMEX
TRTN,Triton International Limited,34.38,$2.75B,2016,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/trtn,AMEX
TGI,"Triumph Group, Inc.",20.34,$1.01B,1996,Capital Goods,Aerospace,https://www.nasdaq.com/symbol/tgi,AMEX
TROX,Tronox Limited,11.43,$1.41B,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/trox,AMEX
TBI,"TrueBlue, Inc.",24.46,$990.27M,n/a,Technology,Professional Services,https://www.nasdaq.com/symbol/tbi,AMEX
TNP,Tsakos Energy Navigation Ltd,3.36,$293.45M,2002,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/tnp,AMEX
TNP^B,Tsakos Energy Navigation Ltd,24.95,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tnp^b,AMEX
TNP^C,Tsakos Energy Navigation Ltd,24.9187,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tnp^c,AMEX
TNP^D,Tsakos Energy Navigation Ltd,23.85,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tnp^d,AMEX
TNP^E,Tsakos Energy Navigation Ltd,24.66,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tnp^e,AMEX
TNP^F,Tsakos Energy Navigation Ltd,24.54,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tnp^f,AMEX
TUP,Tupperware Brands Corporation,36.87,$1.79B,n/a,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/tup,AMEX
TKC,Turkcell Iletisim Hizmetleri AS,5.23,$4.6B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tkc,AMEX
TPB,"Turning Point Brands, Inc.",34.24,$669.37M,2016,Consumer Non-Durables,Tobacco,https://www.nasdaq.com/symbol/tpb,AMEX
TRQ,Turquoise Hill Resources Ltd.,1.81,$3.64B,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/trq,AMEX
TPC,Tutor Perini Corporation,17.05,$852.94M,n/a,Basic Industries,General Bldg Contractors - Nonresidential Bldgs,https://www.nasdaq.com/symbol/tpc,AMEX
TWLO,Twilio Inc.,85.1,$8.41B,2016,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/twlo,AMEX
TWTR,"Twitter, Inc.",32.49,$24.73B,2013,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/twtr,AMEX
TWO,Two Harbors Investments Corp,14.32,$3.55B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/two,AMEX
TWO^A,Two Harbors Investments Corp,25.8812,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/two^a,AMEX
TWO^B,Two Harbors Investments Corp,24.92,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/two^b,AMEX
TWO^C,Two Harbors Investments Corp,24.305,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/two^c,AMEX
TWO^D,Two Harbors Investments Corp,24.65,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/two^d,AMEX
TWO^E,Two Harbors Investments Corp,23.93,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/two^e,AMEX
TYL,"Tyler Technologies, Inc.",187.27,$7.27B,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/tyl,AMEX
TSN,"Tyson Foods, Inc.",58.17,$21.29B,n/a,Consumer Non-Durables,Meat/Poultry/Fish,https://www.nasdaq.com/symbol/tsn,AMEX
USB,U.S. Bancorp,53.69,$86.77B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/usb,AMEX
USB^A,U.S. Bancorp,905,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/usb^a,AMEX
USB^H,U.S. Bancorp,20.9093,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/usb^h,AMEX
USB^M,U.S. Bancorp,26.771,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/usb^m,AMEX
USB^O,U.S. Bancorp,23.32,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/usb^o,AMEX
USB^P,U.S. Bancorp,24.64,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/usb^p,AMEX
USPH,"U.S. Physical Therapy, Inc.",115.18,$1.46B,1992,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/usph,AMEX
SLCA,"U.S. Silica Holdings, Inc.",13.01,$1.01B,2012,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/slca,AMEX
USX,"U.S. Xpress Enterprises, Inc.",7.45,$359.79M,2018,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/usx,AMEX
UBS,UBS AG,13.64,$52.59B,2014,Finance,Major Banks,https://www.nasdaq.com/symbol/ubs,AMEX
UDR,"UDR, Inc.",41.19,$11.06B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/udr,AMEX
UGI,UGI Corporation,57.94,$10.07B,n/a,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/ugi,AMEX
