Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote (Price),source
LN,LINE Corporation,28.81,$6.87B,2016,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/ln,AMEX
LKM,Link Motion Inc.,0.35,$34.3M,2011,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/lkm,AMEX
LGF.A,Lions Gate Entertainment Corporation,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/lgf.a,AMEX
LGF.B,Lions Gate Entertainment Corporation,n/a,n/a,2016,n/a,n/a,https://www.nasdaq.com/symbol/lgf.b,AMEX
LAD,"Lithia Motors, Inc.",83.65,$1.96B,n/a,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/lad,AMEX
LAC,Lithium Americas Corp.,3.95,$349.94M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/lac,AMEX
LYV,"Live Nation Entertainment, Inc.",55.86,$11.71B,n/a,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/lyv,AMEX
LTHM,Livent Corporation,17.86,$2.55B,2018,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/lthm,AMEX
RAMP,"LiveRamp Holdings, Inc.",46.66,$3.62B,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/ramp,AMEX
LYG,Lloyds Banking Group Plc,3.07,$54.61B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/lyg,AMEX
SCD,LMP Capital and Income Fund Inc.,12.5,$224.79M,2004,n/a,n/a,https://www.nasdaq.com/symbol/scd,AMEX
LMT,Lockheed Martin Corporation,305.74,$86.96B,n/a,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/lmt,AMEX
L,Loews Corporation,48.65,$15.29B,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/l,AMEX
LOMA,Loma Negra Compania Industrial Argentina Sociedad Anonima,10.51,$1.25B,2017,Capital Goods,Building Materials,https://www.nasdaq.com/symbol/loma,AMEX
LPX,Louisiana-Pacific Corporation,23.44,$3.31B,n/a,Basic Industries,Forest Products,https://www.nasdaq.com/symbol/lpx,AMEX
LOW,"Lowe&#39;s Companies, Inc.",95.59,$77.26B,n/a,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/low,AMEX
LXU,Lsb Industries Inc.,7.86,$224.94M,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/lxu,AMEX
LKSD,"LSC Communications, Inc.",10.45,$348.19M,2016,Miscellaneous,Publishing,https://www.nasdaq.com/symbol/lksd,AMEX
LTC,"LTC Properties, Inc.",45.55,$1.81B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ltc,AMEX
LUB,"Luby&#39;s, Inc.",1.1,$32.45M,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/lub,AMEX
LL,"Lumber Liquidators Holdings, Inc",12.32,$352.6M,2007,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/ll,AMEX
LXFR,Luxfer Holdings PLC,26.63,$705.81M,2012,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/lxfr,AMEX
LXFT,"Luxoft Holding, Inc.",39,$1.31B,2013,Technology,EDP Services,https://www.nasdaq.com/symbol/lxft,AMEX
LDL,"Lydall, Inc.",23.94,$416.73M,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/ldl,AMEX
WLH,Lyon William Homes,11.99,$452.68M,2013,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/wlh,AMEX
LYB,LyondellBasell Industries NV,92.07,$35.32B,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/lyb,AMEX
MTB,M&T Bank Corporation,167.5,$23.51B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mtb,AMEX
MTB.WS,M&T Bank Corporation,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mtb.ws,AMEX
MTB^,M&T Bank Corporation,1020,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mtb^,AMEX
MTB^C,M&T Bank Corporation,1014.11,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mtb^c,AMEX
MDC,"M.D.C. Holdings, Inc.",28.94,$1.64B,n/a,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/mdc,AMEX
MHO,"M/I Homes, Inc.",23.18,$647.28M,1993,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/mho,AMEX
MAC,Macerich Company (The),51.29,$7.23B,1994,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/mac,AMEX
CLI,Mack-Cali Realty Corporation,20.45,$1.85B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cli,AMEX
MFD,Macquarie First Trust Global,11.03,$94.28M,2004,n/a,n/a,https://www.nasdaq.com/symbol/mfd,AMEX
MGU,Macquarie Global Infrastructure Total Return Fund Inc.,20.62,$257.1M,2005,n/a,n/a,https://www.nasdaq.com/symbol/mgu,AMEX
MIC,Macquarie Infrastructure Corporation ,37.59,$3.22B,2004,Energy,Oil Refining/Marketing,https://www.nasdaq.com/symbol/mic,AMEX
BMA,Macro Bank Inc.,41.18,$2.76B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bma,AMEX
M,Macy&#39;s Inc,35.79,$10.99B,n/a,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/m,AMEX
MCN,Madison Covered Call & Equity Strategy Fund,7.06,$197.18M,2004,n/a,n/a,https://www.nasdaq.com/symbol/mcn,AMEX
MMP,Magellan Midstream Partners L.P.,61.13,$13.95B,n/a,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/mmp,AMEX
MGA,"Magna International, Inc.",49.46,$16.54B,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/mga,AMEX
MX,MagnaChip Semiconductor Corporation,7.5,$259.66M,2011,Technology,Semiconductors,https://www.nasdaq.com/symbol/mx,AMEX
MGY,Magnolia Oil & Gas Corporation,11.94,$2.04B,2017,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/mgy,AMEX
MGY.WS,Magnolia Oil & Gas Corporation,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mgy.ws,AMEX
MH^A,"Maiden Holdings, Ltd.",13.65,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mh^a,AMEX
MH^C,"Maiden Holdings, Ltd.",10.95,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mh^c,AMEX
MH^D,"Maiden Holdings, Ltd.",10.61,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mh^d,AMEX
MHLA,"Maiden Holdings, Ltd.",15.8,n/a,2016,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/mhla,AMEX
MHNC,"Maiden Holdings, Ltd.",22.81,n/a,2013,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/mhnc,AMEX
MAIN,Main Street Capital Corporation,38.16,$2.33B,2007,n/a,n/a,https://www.nasdaq.com/symbol/main,AMEX
MMD,MainStay MacKay DefinedTerm Municipal Opportunitie,19.34,$533.05M,2012,n/a,n/a,https://www.nasdaq.com/symbol/mmd,AMEX
MNK,Mallinckrodt plc,31.07,$2.59B,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mnk,AMEX
MANU,Manchester United Ltd.,21.12,$3.47B,2012,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/manu,AMEX
MTW,"Manitowoc Company, Inc. (The)",18.62,$662.61M,n/a,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/mtw,AMEX
MN,"Manning & Napier, Inc.",1.92,$29.44M,2011,Finance,Investment Managers,https://www.nasdaq.com/symbol/mn,AMEX
MAN,ManpowerGroup,78.02,$4.82B,n/a,Technology,Professional Services,https://www.nasdaq.com/symbol/man,AMEX
MFC,Manulife Financial Corp,16.87,$33.48B,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/mfc,AMEX
MRO,Marathon Oil Corporation,16.47,$13.69B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/mro,AMEX
MPC,Marathon Petroleum Corporation,64.17,$44.33B,n/a,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/mpc,AMEX
MMI,"Marcus & Millichap, Inc.",37.11,$1.43B,2013,Finance,Real Estate,https://www.nasdaq.com/symbol/mmi,AMEX
MCS,Marcus Corporation (The),40.99,$1.16B,n/a,Consumer Services,Movies/Entertainment,https://www.nasdaq.com/symbol/mcs,AMEX
MPX,Marine Products Corporation,22.65,$781.4M,n/a,Capital Goods,Marine Transportation,https://www.nasdaq.com/symbol/mpx,AMEX
HZO,"MarineMax, Inc.",23.7,$533.6M,1998,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/hzo,AMEX
MKL,Markel Corporation,1103.94,$15.33B,1986,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/mkl,AMEX
VAC,Marriot Vacations Worldwide Corporation,75.51,$3.55B,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/vac,AMEX
MMC,"Marsh & McLennan Companies, Inc.",86.5,$43.57B,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/mmc,AMEX
MLM,"Martin Marietta Materials, Inc.",184.08,$11.54B,1994,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/mlm,AMEX
MAS,Masco Corporation,30.95,$9.46B,n/a,Basic Industries,Forest Products,https://www.nasdaq.com/symbol/mas,AMEX
DOOR,Masonite International Corporation,54.87,$1.46B,n/a,Basic Industries,Forest Products,https://www.nasdaq.com/symbol/door,AMEX
MTZ,"MasTec, Inc.",45.63,$3.59B,n/a,Basic Industries,Water Supply,https://www.nasdaq.com/symbol/mtz,AMEX
MA,Mastercard Incorporated,198.17,$219.75B,2006,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ma,AMEX
MTDR,Matador Resources Company,23.83,$2.77B,2012,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/mtdr,AMEX
MTRN,Materion Corporation,55.31,$1.12B,n/a,Capital Goods,Industrial Specialties,https://www.nasdaq.com/symbol/mtrn,AMEX
MATX,"Matson, Inc.",39.25,$1.68B,n/a,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/matx,AMEX
MLP,"Maui Land & Pineapple Company, Inc.",11.48,$220.34M,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/mlp,AMEX
MAXR,Maxar Technologies Ltd.,17.12,$1.01B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/maxr,AMEX
MMS,"Maximus, Inc.",66.43,$4.27B,1997,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/mms,AMEX
MXL,"MaxLinear, Inc",18.17,$1.25B,2010,Technology,Semiconductors,https://www.nasdaq.com/symbol/mxl,AMEX
MBI,"MBIA, Inc.",9.02,$818.02M,1987,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/mbi,AMEX
MKC,"McCormick & Company, Incorporated",148.21,$19.51B,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/mkc,AMEX
MKC.V,"McCormick & Company, Incorporated",n/a,n/a,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/mkc.v,AMEX
MDR,"McDermott International, Inc.",7.61,$1.37B,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/mdr,AMEX
MCD,McDonald&#39;s Corporation,184.01,$141.86B,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/mcd,AMEX
MUX,McEwen Mining Inc.,1.7,$573.39M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/mux,AMEX
MCK,McKesson Corporation,130.15,$25.43B,n/a,Health Care,Other Pharmaceuticals,https://www.nasdaq.com/symbol/mck,AMEX
MDU,"MDU Resources Group, Inc.",26.44,$5.18B,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/mdu,AMEX
MTL,Mechel PAO,2.63,$656.88M,2004,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/mtl,AMEX
MTL^,Mechel PAO,0.7701,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mtl^,AMEX
MRT,"MedEquities Realty Trust, Inc.",7.71,$245.66M,2016,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/mrt,AMEX
MPW,"Medical Properties Trust, Inc.",16.54,$6.04B,2005,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/mpw,AMEX
MED,MEDIFAST INC,162.05,$1.94B,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/med,AMEX
MCC,Medley Capital Corporation,3.55,$193.38M,2011,n/a,n/a,https://www.nasdaq.com/symbol/mcc,AMEX
MCV,Medley Capital Corporation,24.36,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mcv,AMEX
MCX,Medley Capital Corporation,25.12,n/a,2015,n/a,n/a,https://www.nasdaq.com/symbol/mcx,AMEX
MDLQ,Medley LLC,25.08,n/a,2017,Finance,Investment Managers,https://www.nasdaq.com/symbol/mdlq,AMEX
MDLX,Medley LLC,23.98,n/a,2016,Finance,Investment Managers,https://www.nasdaq.com/symbol/mdlx,AMEX
MDLY,Medley Management Inc.,5.38,$162.65M,2014,Finance,Investment Managers,https://www.nasdaq.com/symbol/mdly,AMEX
MD,"Mednax, Inc",39.73,$3.55B,n/a,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/md,AMEX
MDT,Medtronic plc,92.07,$124.58B,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/mdt,AMEX
MFAC,Megalith Financial Acquisition Corp.,9.53,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/mfac,AMEX
MFAC.U,Megalith Financial Acquisition Corp.,n/a,n/a,2018,n/a,n/a,https://www.nasdaq.com/symbol/mfac.u,AMEX
MFAC.WS,Megalith Financial Acquisition Corp.,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mfac.ws,AMEX
MRK,"Merck & Company, Inc.",74.61,$194.01B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mrk,AMEX
MCY,Mercury General Corporation,59.3,$3.28B,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/mcy,AMEX
MDP,Meredith Corporation,56.9,$2.56B,n/a,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/mdp,AMEX
MTH,Meritage Corporation,38.22,$1.53B,n/a,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/mth,AMEX
MTOR,"Meritor, Inc.",16.81,$1.45B,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/mtor,AMEX
MER^K,"Merrill Lynch & Co., Inc.",25.7,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mer^k,AMEX
PIY,"Merrill Lynch Depositor, Inc.",13.5763,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/piy,AMEX
MTR,Mesa Royalty Trust,13.29,$24.77M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/mtr,AMEX
MSB,Mesabi Trust,26.6,$348.99M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/msb,AMEX
MEI,"Methode Electronics, Inc.",28.68,$1.06B,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/mei,AMEX
MET,"MetLife, Inc.",45.46,$44.86B,2000,Finance,Life Insurance,https://www.nasdaq.com/symbol/met,AMEX
MET^A,"MetLife, Inc.",23.74,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/met^a,AMEX
MET^E,"MetLife, Inc.",24.99,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/met^e,AMEX
MCB,Metropolitan Bank Holding Corp.,38.75,$318.03M,2017,Finance,Major Banks,https://www.nasdaq.com/symbol/mcb,AMEX
MTD,"Mettler-Toledo International, Inc.",589.25,$14.76B,1997,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/mtd,AMEX
MXE,"Mexico Equity and Income Fund, Inc. (The)",10.02,$69.97M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mxe,AMEX
MXF,"Mexico Fund, Inc. (The)",13.03,$195.52M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mxf,AMEX
MFA,"MFA Financial, Inc.",7.13,$3.21B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/mfa,AMEX
MFA^B,"MFA Financial, Inc.",24.9999,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mfa^b,AMEX
MFO,"MFA Financial, Inc.",25.602,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/mfo,AMEX
MFCB,MFC Bancorp Ltd.,4.3975,$55.12M,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/mfcb,AMEX
MCR,MFS Charter Income Trust,7.38,$355.55M,1989,n/a,n/a,https://www.nasdaq.com/symbol/mcr,AMEX
MGF,MFS Government Markets Income Trust,4.3,$140.18M,1987,n/a,n/a,https://www.nasdaq.com/symbol/mgf,AMEX
MIN,MFS Intermediate Income Trust,3.66,$430.84M,1988,n/a,n/a,https://www.nasdaq.com/symbol/min,AMEX
MMT,MFS Multimarket Income Trust,5.26,$360.19M,1987,n/a,n/a,https://www.nasdaq.com/symbol/mmt,AMEX
MFM,MFS Municipal Income Trust,6.3025,$259.59M,1986,n/a,n/a,https://www.nasdaq.com/symbol/mfm,AMEX
MFV,MFS Special Value Trust,5.5107,$39.35M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mfv,AMEX
MTG,MGIC Investment Corporation,12.53,$4.53B,1991,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/mtg,AMEX
MGP,MGM Growth Properties LLC,27.38,$7.28B,2016,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/mgp,AMEX
MGM,MGM Resorts International,25.73,$13.56B,n/a,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/mgm,AMEX
KORS,Michael Kors Holdings Limited,48.22,$7.24B,2011,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/kors,AMEX
MFGP,Micro Focus Intl PLC,16.75,$7.14B,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mfgp,AMEX
MAA,"Mid-America Apartment Communities, Inc.",101.56,$11.56B,1994,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/maa,AMEX
MAA^I,"Mid-America Apartment Communities, Inc.",65.6537,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/maa^i,AMEX
MSL,MidSouth Bancorp,13.26,$220.64M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/msl,AMEX
MPO,"MIDSTATES PETROLEUM COMPANY, INC.",8.6,$217.21M,2016,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/mpo,AMEX
MCRN,Milacron Holdings Corp.,14.02,$991.45M,2015,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/mcrn,AMEX
MLR,"Miller Industries, Inc.",27,$307.38M,n/a,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/mlr,AMEX
HIE,Miller/Howard High Income Equity Fund,11.65,$160.06M,2014,n/a,n/a,https://www.nasdaq.com/symbol/hie,AMEX
MTX,Minerals Technologies Inc.,56.05,$1.98B,1992,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/mtx,AMEX
MG,Mistras Group Inc,16.71,$476.96M,2009,Consumer Services,Military/Government/Technical,https://www.nasdaq.com/symbol/mg,AMEX
MUFG,Mitsubishi UFJ Financial Group Inc,5.85,$76.51B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/mufg,AMEX
MIXT,MiX Telematics Limited,17.96,$409.31M,2013,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mixt,AMEX
MFG,"Mizuho Financial Group, Inc.",3.45,$43.75B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mfg,AMEX
MBT,Mobile TeleSystems OJSC,8.25,$7.78B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/mbt,AMEX
MODN,"Model N, Inc.",13.85,$432.82M,2013,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/modn,AMEX
MOD,Modine Manufacturing Company,13.79,$699.07M,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/mod,AMEX
MC,Moelis & Company,40.44,$1.85B,2014,Finance,Investment Managers,https://www.nasdaq.com/symbol/mc,AMEX
MHK,"Mohawk Industries, Inc.",123.25,$9.15B,n/a,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/mhk,AMEX
MOH,Molina Healthcare Inc,135.36,$8.44B,2003,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/moh,AMEX
TAP,Molson Coors Brewing  Company,64.49,$10.5B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/tap,AMEX
TAP.A,Molson Coors Brewing  Company,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tap.a,AMEX
MNR,Monmouth Real Estate Investment Corporation,14.99,$1.21B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/mnr,AMEX
MNR^C,Monmouth Real Estate Investment Corporation,23.85,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mnr^c,AMEX
MCO,Moody&#39;s Corporation,148.06,$28.37B,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/mco,AMEX
MOG.A,Moog Inc.,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mog.a,AMEX
MOG.B,Moog Inc.,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mog.b,AMEX
MS,Morgan Stanley,44.68,$76.86B,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/ms,AMEX
MS^A,Morgan Stanley,21,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ms^a,AMEX
MS^E,Morgan Stanley,27.29,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ms^e,AMEX
MS^F,Morgan Stanley,26.7,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ms^f,AMEX
MS^G,Morgan Stanley,25.5929,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ms^g,AMEX
MS^I,Morgan Stanley,26.225,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ms^i,AMEX
MS^K,Morgan Stanley,25.18,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ms^k,AMEX
APF,"Morgan Stanley Asia-Pacific Fund, Inc.",15.1,$196.68M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/apf,AMEX
CAF,Morgan Stanley China A Share Fund Inc.,19.67,$430.41M,2006,n/a,n/a,https://www.nasdaq.com/symbol/caf,AMEX
MSD,"Morgan Stanley Emerging Markets Debt Fund, Inc.",8.39,$175.04M,1993,n/a,n/a,https://www.nasdaq.com/symbol/msd,AMEX
EDD,"Morgan Stanley Emerging Markets Domestic Debt Fund, Inc.",6.25,$417.65M,2007,n/a,n/a,https://www.nasdaq.com/symbol/edd,AMEX
MSF,"Morgan Stanley Emerging Markets Fund, Inc.",16.19,$219.87M,1991,n/a,n/a,https://www.nasdaq.com/symbol/msf,AMEX
IIF,"Morgan Stanley India Investment Fund, Inc.",22.23,$309.34M,1994,n/a,n/a,https://www.nasdaq.com/symbol/iif,AMEX
MOSC,Mosaic Acquisition Corp.,9.84,$98.4M,2017,Finance,Business Services,https://www.nasdaq.com/symbol/mosc,AMEX
MOSC.U,Mosaic Acquisition Corp.,n/a,n/a,2017,n/a,n/a,https://www.nasdaq.com/symbol/mosc.u,AMEX
MOSC.WS,Mosaic Acquisition Corp.,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mosc.ws,AMEX
MOS,Mosaic Company (The),36.13,$13.93B,n/a,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/mos,AMEX
MSI,"Motorola Solutions, Inc.",126.9,$20.75B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/msi,AMEX
MOV,Movado Group Inc.,39.11,$905.4M,n/a,Consumer Non-Durables,Consumer Specialties,https://www.nasdaq.com/symbol/mov,AMEX
MPLX,MPLX LP,32.2,$25.57B,2012,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/mplx,AMEX
MRC,MRC Global Inc.,15.76,$1.42B,2012,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/mrc,AMEX
HJV,MS Structured Asset Corp Saturns GE Cap Corp Series 2002-14,7.1,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/hjv,AMEX
MSA,MSA Safety Incorporporated,108.48,$4.17B,n/a,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/msa,AMEX
MSM,"MSC Industrial Direct Company, Inc.",87.42,$4.88B,1995,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/msm,AMEX
MSCI,MSCI Inc,147.71,$13B,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/msci,AMEX
MSGN,MSG Networks Inc.,25.91,$1.94B,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/msgn,AMEX
MLI,"Mueller Industries, Inc.",24.83,$1.43B,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/mli,AMEX
MWA,Mueller Water Products Inc,10.9,$1.71B,2006,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/mwa,AMEX
MVF,"MuniVest Fund, Inc.",8.48,$549.81M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mvf,AMEX
MZA,"MuniYield Arizona Fund, Inc.",12.28,$56.91M,1993,n/a,n/a,https://www.nasdaq.com/symbol/mza,AMEX
MUR,Murphy Oil Corporation,29.86,$5.17B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/mur,AMEX
MUSA,Murphy USA Inc.,79.62,$2.57B,2013,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/musa,AMEX
MVO,MV Oil Trust,7.905,$90.91M,2007,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/mvo,AMEX
MVC,"MVC Capital, Inc.",9.05,$170.33M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mvc,AMEX
MVCD,"MVC Capital, Inc.",25.3922,n/a,2017,n/a,n/a,https://www.nasdaq.com/symbol/mvcd,AMEX
MYE,"Myers Industries, Inc.",16.05,$567.41M,n/a,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/mye,AMEX
MYOV,Myovant Sciences Ltd.,18.64,$1.28B,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/myov,AMEX
NBR,Nabors Industries Ltd.,4.7,$1.68B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/nbr,AMEX
NBR^A,Nabors Industries Ltd.,35.25,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/nbr^a,AMEX
