Date,Bank_Native_Country,State,Bank_Name,Ticker,Bank_Local_Currency,Bank_Type,Bank_Product,Bank_Product_Type,Bank_Product_Code,Bank_Product_Name,Minm_Balance,Maxm_Balance,Bank_Offer_Feature,Term_in_Months,Interest_Type,Interest,AER,Source
 2018-04-11,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Deposits,Savings,_MSBF,Instant Savings,1,9999,Offline,,Fixed,0.1%,0.1%,moneysupermarket.com
 2018-04-11,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Deposits,Savings,_MSBF,Savings Account Plus,1,,Offline,,Fixed,0.1%,0.1%,moneysupermarket.com
 2018-04-11,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Deposits,Savings,_MSBF,Signature Savings Account,1,49999,Offline,,Fixed,0.1%,0.1%,moneysupermarket.com
 2018-04-11,UK,London,HSBC,HSBA,GBP,Bank,Deposits,Savings,_MSBF,Online Bonus Saver,1,2000000,Offline,,Fixed,0.1%,0.1%,moneysupermarket.com
 2018-04-11,UK,London,HSBC,HSBA,GBP,Bank,Deposits,Savings,_MSBF,Premier Family Savings,1,,Offline,,Fixed,0.1%,0.1%,moneysupermarket.com
 2018-04-11,UK,London,HSBC,HSBA,GBP,Bank,Deposits,Savings,_MSBF,Premier Savings,1,,Offline,,Fixed,0.1%,0.1%,moneysupermarket.com
 2018-04-11,UK,London,Royal Bank Of Scotland,RBS,GBP,Bank,Deposits,Savings,_MSBF,Instant Access Savings Account,1,49999,Offline,,Fixed,0.1%,0.1%,moneysupermarket.com
 2018-04-11,UK,London,HSBC,HSBA,GBP,Bank,Deposits,Savings,_MSBF,Flexible Saver,1,,Offline,,Fixed,0.05%,0.05%,moneysupermarket.com
 2018-04-11,UK,London,Virgin Money Plc.,VM,GBP,Bank,Deposits,Savings,_MSBF,Easy Access Cash E-ISA Issue 23,1,,Offline,,Fixed,1.16%,1.16%,moneysupermarket.com
 2018-04-11,UK,London,Virgin Money Plc.,VM,GBP,Bank,Deposits,Savings,_MSBF,Easy Access Cash E-ISA Issue 23,1,,Offline,,Fixed,1.16%,1.16%,moneysupermarket.com
